id,date,customerId,companyId,amount,remark,isUsed,createdBy,createdAt,updatedAt,deletedAt
384,2023-08-03 00:00:00+00,19,29,90.0,WORK,True,2,2023-08-04 13:46:39.389+00,2023-08-12 14:22:16.003+00,
386,2023-08-04 00:00:00+00,67,107,540.0,2 MEDICAL,True,2,2023-08-05 09:44:04.763+00,2023-08-12 14:22:46.888+00,
392,2023-08-05 00:00:00+00,67,107,640.0,MEDICAL & EID OF RIDOY BARUA,True,2,2023-08-06 18:25:19.963+00,2023-08-12 14:23:12.172+00,
399,2023-08-07 22:06:22.255+00,67,107,640.0,PRIOTOUSH MEDICAL & EID,True,2,2023-08-07 18:06:55.688+00,2023-08-12 14:23:56.002+00,
412,2023-08-09 00:00:00+00,67,107,1850.0,5 EMIRATES ID,True,2,2023-08-10 06:07:19.229+00,2023-08-12 14:24:29.705+00,
397,2023-08-07 22:05:06.346+00,25,30,1000.0,RAMILA VISA PROCESSING,True,2,2023-08-07 18:05:34.203+00,2023-08-12 14:25:56.25+00,
405,2023-08-08 21:32:55.367+00,25,30,200.0,RAMILA VISA PROCESSING,True,2,2023-08-08 17:33:06.878+00,2023-08-12 14:26:04.6+00,
398,2023-08-07 22:05:44.084+00,25,30,500.0,SANDIP VISA PROCESSING,True,2,2023-08-07 18:05:56.738+00,2023-08-12 14:26:35.61+00,
388,2023-08-04 00:00:00+00,25,30,1000.0,SANDIP DULAL VISA PROCESSING,True,2,2023-08-05 09:46:47.302+00,2023-08-12 14:26:44.498+00,
389,2023-08-04 00:00:00+00,8,11,2000.0,WORK,True,2,2023-08-05 09:48:31.091+00,2023-08-12 14:28:08.65+00,
391,2023-08-04 00:00:00+00,18,23,580.0,2 DHA MEDICAL,True,2,2023-08-05 09:53:05.183+00,2023-08-12 14:28:48.405+00,
400,2023-08-07 22:07:01.862+00,18,23,290.0,DHA MEDICAL,True,2,2023-08-07 18:07:11.359+00,2023-08-12 14:28:54.73+00,
394,2023-08-06 00:00:00+00,17,22,1500.0,WORK,True,2,2023-08-07 17:09:27.301+00,2023-08-12 14:46:57.984+00,
401,2023-08-07 22:07:16.843+00,11,15,550.0,OFFICE RENT JULY,True,2,2023-08-07 18:07:36.436+00,2023-08-12 15:01:56.554+00,
403,2023-08-08 21:32:09.062+00,21,27,540.0,LAIQ MEDICAL 2 Nos,True,2,2023-08-08 17:32:29.286+00,2023-08-12 15:03:26.41+00,
404,2023-08-08 00:00:00+00,28,53,1500.0,WORK,True,2,2023-08-08 17:32:47.538+00,2023-08-12 15:05:18.761+00,
407,2023-08-08 21:33:31.103+00,10,13,470.0,TASNEEM KHAN EID REPLACE,True,2,2023-08-08 17:34:53.64+00,2023-08-12 15:07:26.412+00,
406,2023-08-08 21:33:12.935+00,10,98,1530.0,WORK,True,2,2023-08-08 17:33:25.149+00,2023-08-12 15:09:27.991+00,
408,2023-08-08 22:15:05.627+00,1,1,855.0,WORK,True,2,2023-08-08 18:15:13.442+00,2023-08-12 15:11:50.955+00,
409,2023-08-08 22:15:21.159+00,1,101,5555.0,WORK,True,2,2023-08-08 18:15:31.469+00,2023-08-12 15:15:12.447+00,
410,2023-08-08 22:15:37.642+00,47,102,1125.0,WORK,True,2,2023-08-08 18:15:48.498+00,2023-08-12 15:17:25.755+00,
411,2023-08-08 00:00:00+00,64,109,800.0,WORK,True,2,2023-08-09 06:44:13.75+00,2023-08-12 15:18:02.465+00,
413,2023-08-09 00:00:00+00,4,6,7900.0,WORK,True,2,2023-08-10 06:07:42.769+00,2023-08-12 15:22:58.984+00,
402,2023-08-07 22:14:09.957+00,60,93,11275.0,WORK,True,2,2023-08-07 18:14:24.735+00,2023-08-14 12:44:17.394+00,
414,2023-08-09 00:00:00+00,47,104,950.0,FAMILY VISA PROCESSING,True,2,2023-08-10 06:37:45.569+00,2023-08-19 14:58:13.511+00,
415,2023-08-09 00:00:00+00,44,57,800.0,SALAM FAMILY VISA PROCESS,True,2,2023-08-10 06:38:24.288+00,2023-08-19 14:58:38.35+00,
395,2023-08-07 22:03:44.237+00,49,64,200.0,SANJID VISA STAMPING PROCESS,True,2,2023-08-07 18:04:10.895+00,2023-10-06 08:18:14.34+00,
390,2023-08-04 00:00:00+00,22,108,1000.0,TRADE LICENSE PROCESSING,True,2,2023-08-05 09:51:11.066+00,2023-12-11 08:17:30.833+00,
375,2023-07-31 00:00:00+00,8,10,3000.0,WORK,True,2,2023-08-01 05:44:52.637+00,2023-08-12 14:00:27.158+00,
396,2023-08-07 22:04:21.302+00,41,52,3610.0,MEDICAL 12 Nos & EID 1,True,2,2023-08-07 18:04:58.349+00,2023-08-12 15:01:05.971+00,
425,2023-08-12 00:00:00+00,60,93,13273.0,WORK,True,2,2023-08-13 11:50:59.7+00,2023-08-14 13:09:43.569+00,
417,2023-08-10 00:00:00+00,30,87,340.0,MEDICAL 1 & POLICE CLEARANCE 1,True,2,2023-08-11 04:58:15.298+00,2023-08-15 11:08:19.954+00,
428,2023-08-14 00:00:00+00,30,87,1080.0,MEDICAL 4 Nos,True,2,2023-08-15 05:49:51.144+00,2023-08-15 11:08:42.897+00,
442,2023-08-18 00:00:00+00,30,113,3405.0,FAMILY VISA PROCESS,False,2,2023-08-19 14:07:09.25+00,2023-08-19 14:07:09.25+00,
418,2023-08-10 00:00:00+00,66,106,5195.0,VISA PROCESSING OF MEERA,True,2,2023-08-11 05:11:19.599+00,2023-08-19 14:59:40.981+00,
419,2023-08-11 00:00:00+00,67,107,640.0,SUJAN EID & MEDICAL,True,2,2023-08-13 11:19:06.934+00,2023-08-19 15:00:14.195+00,
439,2023-08-17 00:00:00+00,67,107,1480.0,WORK,True,2,2023-08-19 08:08:38.019+00,2023-08-19 15:02:47.953+00,
435,2023-08-16 00:00:00+00,67,107,280.0,MD NURUL ISLAM MEDICAL (AL AKOUS),True,2,2023-08-17 07:58:41.792+00,2023-08-19 15:02:53.656+00,
420,2023-08-11 00:00:00+00,33,43,8000.0,WORK,True,2,2023-08-13 11:19:32.617+00,2023-08-19 15:05:12.619+00,
421,2023-08-11 00:00:00+00,10,98,2310.0,WORK,True,2,2023-08-13 11:19:59.206+00,2023-08-19 15:09:09.205+00,
430,2023-08-14 00:00:00+00,10,98,2500.0,WORK,True,2,2023-08-15 05:51:08.132+00,2023-08-19 15:10:10.736+00,
438,2023-08-16 00:00:00+00,10,98,800.0,WORK,True,2,2023-08-17 08:01:45.668+00,2023-08-19 15:10:31.875+00,
450,2023-08-22 16:22:11.749+00,60,93,20020.0,WORK,True,2,2023-08-22 12:22:26.185+00,2023-08-22 12:30:39.335+00,
452,2023-08-22 00:00:00+00,37,46,1410.0,WORK,False,2,2023-08-23 05:43:44.61+00,2023-08-23 15:12:48.711+00,2023-08-23 15:12:48.711+00
459,2023-08-23 21:39:50.469+00,43,55,1400.0,FAMILY ENTRY PROCESS,False,2,2023-08-23 17:40:16.22+00,2023-08-23 17:40:16.22+00,
454,2023-08-22 00:00:00+00,37,46,420.0,OLD BALANCE,True,2,2023-08-23 15:13:12.337+00,2023-08-24 15:08:18.615+00,
291,2023-07-05 00:00:00+00,37,46,3040.0,JABED MIAH VISA RENEWAL PROCESS,True,2,2023-07-06 05:17:15.553+00,2023-08-24 15:09:34.037+00,
423,2023-08-11 00:00:00+00,10,13,2200.0,MIZANUR VISA RENEWAL PROCESS,True,2,2023-08-13 11:25:49.05+00,2023-08-24 15:10:54.12+00,
431,2023-08-14 00:00:00+00,10,13,400.0,MIZANUR VISA PROCESSING,True,2,2023-08-15 05:51:37.378+00,2023-08-24 15:11:20.179+00,
441,2023-08-17 00:00:00+00,10,13,600.0,MIZANUR VISA PROCESS,True,2,2023-08-19 08:09:26.199+00,2023-08-24 15:11:27.028+00,
440,2023-08-17 00:00:00+00,18,23,290.0,DHA MEDICAL 1 Nos,True,2,2023-08-19 08:09:03.703+00,2023-08-24 15:11:54.287+00,
424,2023-08-11 00:00:00+00,9,12,3630.0,RAM JATAN TAWJEEH RENWAL SUBMISSION,True,2,2023-08-13 11:27:05.6+00,2023-08-24 15:13:14.675+00,
461,2023-08-24 22:18:46.304+00,64,109,1620.0,MD MASUDUL ISLAM ENTRY PROCESS,True,2,2023-08-24 18:19:42.353+00,2023-08-29 14:57:49.578+00,
466,2023-08-26 21:14:49.637+00,64,109,200.0,MD MASUDUL ISLAM ENTRY PROCESS,True,2,2023-08-26 17:15:25.449+00,2023-08-29 14:58:01.956+00,
463,2023-08-25 00:00:00+00,64,109,80.0,MD MASUDUL ISLAM ENTRY PROCESSING,True,2,2023-08-26 14:06:10.253+00,2023-08-29 14:58:41.77+00,
468,2023-08-28 00:00:00+00,33,43,9000.0,WORK,False,2,2023-08-29 18:01:40.398+00,2023-08-29 18:01:40.398+00,
472,2023-08-28 00:00:00+00,3,4,1550.0,WORK,False,2,2023-08-29 18:03:05.286+00,2023-08-29 18:03:05.286+00,
473,2023-08-29 22:24:51.81+00,33,43,12000.0,WORK,False,2,2023-08-29 18:24:59.011+00,2023-08-29 18:24:59.011+00,
478,2023-08-29 00:00:00+00,17,22,1000.0,WORK,False,2,2023-08-30 14:39:12.696+00,2023-08-30 14:39:12.696+00,
445,2023-08-21 00:00:00+00,10,98,3500.0,WORK,True,2,2023-08-22 04:58:02.539+00,2023-10-03 16:17:26.18+00,
483,2023-08-30 00:00:00+00,43,55,170.0,FAMILY WORK,False,2,2023-08-31 05:09:08.034+00,2023-08-31 05:09:08.034+00,
476,2023-08-29 00:00:00+00,64,109,2880.0,MATI & SELIM MOHD WORK PERMIT FEE & LABOUR INSURANCE,True,2,2023-08-30 14:34:29.494+00,2023-09-06 06:41:03.481+00,
426,2023-08-12 00:00:00+00,26,59,1500.0,WORK,True,2,2023-08-13 11:54:43.782+00,2023-09-06 07:01:37.479+00,
447,2023-08-21 00:00:00+00,67,107,540.0,LAIQ MEDICAL 2 Nos,True,2,2023-08-22 04:59:03.345+00,2023-09-09 07:17:32.687+00,
471,2023-08-28 00:00:00+00,67,107,3700.0,EMIRATES ID 10 Nos,True,2,2023-08-29 18:02:45.185+00,2023-09-09 07:21:15.981+00,
479,2023-08-29 00:00:00+00,67,107,640.0,EID 1 Nos & MED 1 Nos,True,2,2023-08-30 14:45:52.075+00,2023-09-09 07:22:07.438+00,
434,2023-08-16 00:00:00+00,19,68,140.0,AL MUZAKI ILOE INSURANCE PAYMENT,True,2,2023-08-17 07:56:10.753+00,2023-09-14 09:07:38.216+00,
436,2023-08-16 00:00:00+00,9,12,2000.0,WORK,True,2,2023-08-17 07:59:24.067+00,2023-09-19 08:18:14.582+00,
482,2023-08-30 00:00:00+00,9,12,1500.0,WORK,True,2,2023-08-31 05:08:06.36+00,2023-09-19 08:19:36.914+00,
477,2023-08-29 00:00:00+00,4,6,20550.0,VISA STAMPING 26 Nos,True,2,2023-08-30 14:35:10.137+00,2023-09-25 09:58:40.64+00,
444,2023-08-19 00:00:00+00,17,112,3475.0,WORK,True,2,2023-08-22 04:37:14.879+00,2023-09-26 16:13:34.329+00,
484,2023-08-30 00:00:00+00,53,74,5500.0,TRADE LICENSE RENEWAL,True,2,2023-08-31 09:30:33.072+00,2023-09-28 06:40:55.106+00,
453,2023-08-22 00:00:00+00,5,7,7330.0,WORK,True,2,2023-08-23 05:44:09.33+00,2023-09-28 17:14:12.834+00,
456,2023-08-23 21:37:26.421+00,37,114,2850.0,"EID TYPING & STAMPING DXB 3 Nos (MD MONSUR,AHIDUL FAKIR&MD DELUAR) & MEDICAL OF SOBUZ",True,2,2023-08-23 17:38:52.011+00,2023-09-28 17:33:58.43+00,
427,2023-08-12 00:00:00+00,8,11,2500.0,FAMILY VISA WORK,True,2,2023-08-13 11:55:46.994+00,2023-09-30 12:35:50.575+00,
475,2023-08-29 00:00:00+00,8,11,1600.0,FAMILY VISA WORK,True,2,2023-08-30 14:33:31.216+00,2023-09-30 12:36:29.371+00,
437,2023-08-16 00:00:00+00,15,20,90.0,WORK,True,2,2023-08-17 08:00:23.011+00,2023-09-30 12:39:16.937+00,
460,2023-08-24 22:18:28.001+00,15,20,630.0,WORK,True,2,2023-08-24 18:18:39.644+00,2023-09-30 12:40:31.935+00,
467,2023-08-26 21:15:35.7+00,15,20,90.0,WORK,True,2,2023-08-26 17:15:42.002+00,2023-09-30 12:40:53.833+00,
480,2023-08-30 00:00:00+00,1,101,2000.0,WORK,True,2,2023-08-31 04:52:50.897+00,2023-10-02 09:21:07.476+00,
457,2023-08-23 21:39:07.159+00,10,98,1000.0,WORK,True,2,2023-08-23 17:39:26.799+00,2023-10-03 16:17:42.62+00,
470,2023-08-28 00:00:00+00,10,98,2400.0,WORK,True,2,2023-08-29 18:02:22.189+00,2023-10-03 17:06:57.45+00,
465,2023-08-25 00:00:00+00,18,23,290.0,DHA MEDICAL,True,2,2023-08-26 14:08:43.608+00,2023-10-04 10:13:15.624+00,
451,2023-08-22 00:00:00+00,26,59,2500.0,WORK,True,2,2023-08-23 05:26:23.42+00,2023-10-05 09:56:00.313+00,
446,2023-08-21 00:00:00+00,25,30,1900.0,SANDIP VISA PROCESS,True,2,2023-08-22 04:58:40.765+00,2023-10-05 17:54:14.46+00,
429,2023-08-14 00:00:00+00,28,53,1780.0,WORK,True,2,2023-08-15 05:50:36.11+00,2023-10-06 08:05:03.29+00,
458,2023-08-23 21:39:32.584+00,28,53,1000.0,WORK,True,2,2023-08-23 17:39:39.799+00,2023-10-06 08:07:27.112+00,
474,2023-08-29 00:00:00+00,28,53,500.0,WORK,True,2,2023-08-30 14:32:29.157+00,2023-10-06 08:07:52.014+00,
464,2023-08-25 00:00:00+00,70,119,950.0,SEWERAGE NOC PAYMENT,True,2,2023-08-26 14:06:37.129+00,2023-10-06 08:20:01.297+00,
448,2023-08-21 00:00:00+00,21,27,270.0,LAIQ MEDICAL 1 Nos,True,2,2023-08-22 04:59:30.358+00,2023-10-25 05:04:26.323+00,
469,2023-08-28 00:00:00+00,56,117,225.0,WORK,True,2,2023-08-29 18:01:55.824+00,2023-11-06 12:35:59.122+00,
449,2023-08-21 00:00:00+00,42,54,550.0,LAIQ MEDICAL 2 Nos,True,2,2023-08-22 04:59:55.424+00,2023-11-16 15:51:06.59+00,
422,2023-08-11 00:00:00+00,22,108,14000.0,NEW TRADE LICENSE WORK,True,2,2023-08-13 11:24:28.838+00,2023-12-11 08:18:17.684+00,
443,2023-08-18 00:00:00+00,22,108,3000.0,WORK,True,2,2023-08-19 14:07:45.623+00,2023-12-11 08:19:37.99+00,
481,2023-08-30 00:00:00+00,22,108,1500.0,WORK,True,2,2023-08-31 04:53:22.623+00,2023-12-11 08:20:56.661+00,
432,2023-08-15 00:00:00+00,64,109,700.0,JOB OFFER,True,2,2023-08-16 07:09:42.323+00,2024-04-23 13:45:55.614+00,
433,2023-08-15 00:00:00+00,64,109,3900.0,MD NANNA & AL AMIN AMIR VISA PROCESS,True,2,2023-08-16 07:10:49.193+00,2024-04-23 13:46:03.233+00,
485,2023-08-30 00:00:00+00,64,109,980.0,MATI HOWLADAR & SELIM MOHAMMAD ENTRY OUTSIDE & OLD BALANCE,True,2,2023-08-31 09:34:16.062+00,2024-04-23 13:46:08.042+00,
506,2023-09-06 00:00:00+00,11,15,550.0,RENT PAYMENT OF AUGUST MONTH,True,2,2023-09-07 16:33:42.335+00,2023-09-26 09:20:49.126+00,
495,2023-09-05 00:00:00+00,47,122,850.0,MYRA PALSIMON IMMIGRATION FINE PAYMENT,True,2,2023-09-06 05:18:56.628+00,2023-09-06 05:18:56.717+00,
496,2023-09-05 00:00:00+00,30,87,810.0,3 Nos MEDICAL,True,2,2023-09-06 05:20:20.485+00,2023-09-06 05:20:47.88+00,
497,2023-09-05 00:00:00+00,72,121,100.0,SAKIR MANSURI CANCELLATION PROCESS,False,2,2023-09-06 05:21:43.521+00,2023-09-06 05:21:43.521+00,
462,2023-08-24 22:19:49.082+00,68,115,1920.0,MD RABIUL HASAN ENTRY PROCESS,True,2,2023-08-24 18:20:31.323+00,2023-09-06 06:38:38.201+00,
493,2023-09-04 00:00:00+00,68,115,3840.0,SOFOL BISWAS & ROBIN AHAMMAD ENTRY PROCESSING,True,2,2023-09-05 09:17:57.94+00,2023-09-06 06:39:14.342+00,
494,2023-09-04 00:00:00+00,64,109,3160.0,MD HASAN MIAH & MD BILLAL HOSSAIN ENTRY PROCESSING,True,2,2023-09-05 09:18:42.294+00,2023-09-06 06:44:22.329+00,
498,2023-09-05 00:00:00+00,64,109,500.0,MD HASAN MIAH & MD BILLAL HOSSAIN ENTRY PROCESSING,True,2,2023-09-06 05:23:56.534+00,2023-09-06 06:45:01.744+00,
512,2023-09-08 00:00:00+00,69,118,800.0,WORK,False,2,2023-09-09 06:25:23.547+00,2023-09-09 06:25:23.547+00,
508,2023-09-07 00:00:00+00,64,109,180.0,MD HASAN & MD BILLAL ENTRY PERMIT,True,2,2023-09-08 08:37:08.405+00,2023-09-11 07:32:35.611+00,
514,2023-09-09 00:00:00+00,67,107,1110.0,"EID 3 NOS (MD ABDUL MAJED, KABEL & ASHIK)",False,2,2023-09-11 18:10:24.812+00,2023-09-11 18:14:22.441+00,2023-09-11 18:14:22.441+00
515,2023-09-09 00:00:00+00,67,107,640.0,MED & EID OF MD SHUKOOR,False,2,2023-09-11 18:12:02.554+00,2023-09-11 18:14:27.479+00,2023-09-11 18:14:27.479+00
521,2023-09-09 00:00:00+00,14,19,275.0,WORK,False,2,2023-09-11 18:25:02.403+00,2023-09-11 18:25:02.403+00,
522,2023-09-09 00:00:00+00,14,45,25.0,WORK,False,2,2023-09-11 18:25:14.654+00,2023-09-11 18:25:14.654+00,
535,2023-09-13 00:00:00+00,73,125,275.0,BADRUL AMIN MEDICAL,True,2,2023-09-14 09:37:31.537+00,2024-03-31 09:55:46.067+00,
541,2023-09-14 00:00:00+00,5,7,6530.0,WORK,True,2,2023-09-15 08:11:47.111+00,2023-09-28 17:19:57.243+00,
539,2023-09-13 00:00:00+00,3,4,5000.0,TRADE LICENSE RENEWAL,False,2,2023-09-14 09:50:35.304+00,2023-09-14 09:50:35.304+00,
547,2023-09-14 00:00:00+00,47,128,210.0,ILOE INSURANCE 3 Nos,False,2,2023-09-15 08:23:27.184+00,2023-09-15 08:23:27.184+00,
503,2023-09-06 00:00:00+00,60,93,18990.25,WORK,True,2,2023-09-07 16:32:15.964+00,2023-09-15 13:31:51.661+00,
518,2023-09-09 00:00:00+00,67,107,740.0,MUHAMMED JASEEL & MOHSIN KHAN EID,True,2,2023-09-11 18:19:44.782+00,2023-09-15 16:59:30.052+00,
519,2023-09-09 00:00:00+00,67,107,1280.0,MED & EID OF MINTU & MASUD,True,2,2023-09-11 18:22:16.005+00,2023-09-15 17:03:16.245+00,
524,2023-09-11 00:00:00+00,67,107,1110.0,"EMIRATES ID  MD ABDUL MAJED, KABEL & ASHIK",True,2,2023-09-12 09:49:49.532+00,2023-09-15 17:03:43.394+00,
529,2023-09-11 00:00:00+00,67,107,640.0,MD SHUKOOR MEDICAL & EID,True,2,2023-09-12 09:57:23.541+00,2023-09-15 17:04:08.492+00,
536,2023-09-13 00:00:00+00,67,107,4810.0,13 Nos EMIRATES ID,True,2,2023-09-14 09:41:12.089+00,2023-09-15 17:25:17.526+00,
552,2023-09-15 00:00:00+00,48,63,65.0,FIROS ILOE INSURANCE,False,2,2023-09-18 07:56:22.941+00,2023-09-18 07:56:22.941+00,
509,2023-09-07 00:00:00+00,9,12,1000.0,WORK,True,2,2023-09-08 08:37:36.77+00,2023-09-19 08:21:04.287+00,
543,2023-09-14 00:00:00+00,9,12,3550.0,WORK,True,2,2023-09-15 08:20:27.508+00,2023-09-19 08:21:23.443+00,
553,2023-09-15 00:00:00+00,67,107,370.0,MD RUBEL EID,True,2,2023-09-18 07:56:56.981+00,2023-09-19 08:58:22.215+00,
551,2023-09-15 00:00:00+00,30,87,2160.0,8 Nos MEDICAL,True,2,2023-09-18 07:55:51.341+00,2023-09-21 16:01:42.286+00,
549,2023-09-15 00:00:00+00,30,39,1070.0,FAMILY VISA STAMPING,True,2,2023-09-18 07:54:32.469+00,2023-09-21 16:02:36.197+00,
550,2023-09-15 00:00:00+00,30,127,800.0,FAMILY VISA STAMPING,True,2,2023-09-18 07:55:26.34+00,2023-09-21 16:03:01.777+00,
491,2023-09-04 00:00:00+00,41,52,910.0,MEDICAL 2 Nos & EID TYPING 1 Nos,True,2,2023-09-05 09:16:10.001+00,2023-09-24 10:36:54.941+00,
523,2023-09-11 00:00:00+00,41,52,270.0,MEDICAL 1 Nos,True,2,2023-09-12 09:49:11.481+00,2023-09-24 10:37:09.534+00,
548,2023-09-14 00:00:00+00,41,52,270.0,MEDICAL 1 Nos,True,2,2023-09-15 08:36:32.615+00,2023-09-24 10:37:17.225+00,
487,2023-08-31 00:00:00+00,4,6,600.0,LC RNWL TYP 24 Nos,True,2,2023-09-01 05:51:00.225+00,2023-09-25 10:10:35.861+00,
520,2023-09-09 00:00:00+00,53,74,300.0,WORK,True,2,2023-09-11 18:22:47.664+00,2023-09-28 06:41:29.145+00,
505,2023-09-06 00:00:00+00,54,116,1000.0,FAMILY VISA PROCESS,True,2,2023-09-07 16:33:07.701+00,2023-09-28 12:07:36.367+00,
510,2023-09-07 00:00:00+00,36,44,610.0,WORK,True,2,2023-09-08 08:37:54.99+00,2023-09-28 16:38:04.044+00,
517,2023-09-09 00:00:00+00,36,44,1000.0,MUHAMMED CHERIYANGOTTU LABOUR CANCELLATION,True,2,2023-09-11 18:16:50.241+00,2023-09-28 16:38:17.068+00,
527,2023-09-11 00:00:00+00,36,44,1090.0,MUHAMMED CHERIYANGOTTU LABOUR CANCELLATION PROCESS,True,2,2023-09-12 09:54:51.463+00,2023-09-28 16:38:34.728+00,
528,2023-09-11 00:00:00+00,36,44,2000.0,THOUFEEQ & SHABIL VISA PROCESS,True,2,2023-09-12 09:56:51.024+00,2023-09-28 16:39:50.452+00,
538,2023-09-13 00:00:00+00,19,68,535.0,KAZI ERFAN DXB VISA STAMPING,True,2,2023-09-14 09:45:17.201+00,2023-09-28 17:07:36.356+00,
530,2023-09-12 00:00:00+00,37,114,190.0,PREVIOUS BALANCE,True,2,2023-09-13 09:43:52.369+00,2023-09-28 17:35:19.699+00,
542,2023-09-14 00:00:00+00,37,114,5000.0,WORK,True,2,2023-09-15 08:12:44.969+00,2023-09-28 17:40:41.315+00,
507,2023-09-07 00:00:00+00,8,11,1000.0,FAMILY WORK,True,2,2023-09-08 08:36:09.701+00,2023-09-30 12:37:18.563+00,
500,2023-09-05 00:00:00+00,1,2,1300.0,WORK,True,2,2023-09-06 06:14:52.194+00,2023-10-02 09:14:00.198+00,
499,2023-09-05 00:00:00+00,1,1,975.0,WORK,True,2,2023-09-06 06:14:33.225+00,2023-10-02 09:17:44.042+00,
501,2023-09-05 00:00:00+00,1,101,2070.0,WORK,True,2,2023-09-06 06:15:14.085+00,2023-10-02 09:24:13.562+00,
546,2023-09-14 00:00:00+00,10,98,50.0,STAMP MAKING,True,2,2023-09-15 08:23:06.467+00,2023-10-03 16:45:05.176+00,
537,2023-09-13 00:00:00+00,15,20,570.0,WORK,True,2,2023-09-14 09:44:52.068+00,2023-10-05 09:30:52.279+00,
502,2023-09-06 00:00:00+00,10,98,1015.0,MED 1 Nos (SHAMIM) EID 2 Nos (RAHMAD & SHAMIM HOSSAIN),True,2,2023-09-07 16:31:29.3+00,2023-10-03 16:45:28.897+00,
490,2023-09-02 00:00:00+00,28,53,500.0,WORK,True,2,2023-09-03 11:29:14.225+00,2023-10-06 08:09:17.468+00,
504,2023-09-06 00:00:00+00,28,53,795.0,WORK,True,2,2023-09-07 16:32:43.77+00,2023-10-06 08:13:37.456+00,
492,2023-09-04 00:00:00+00,70,119,9000.0,NEW TRADE LICENSE PROCESSING,True,2,2023-09-05 09:16:47.331+00,2023-10-06 08:20:28.296+00,
489,2023-09-01 00:00:00+00,70,119,1000.0,TRADE LICENSE PROCESSING,True,2,2023-09-03 11:17:34.358+00,2023-10-06 08:21:03.124+00,
540,2023-09-13 00:00:00+00,57,103,340.0,LORICA TRINIDAD MEDICAL WITH VACCINATION,True,2,2023-09-14 09:51:12.648+00,2023-10-11 09:54:31.156+00,
525,2023-09-11 00:00:00+00,64,109,1900.0,SHAKIL HOSSEN ENTRY PROCESS,True,2,2023-09-12 09:51:17.881+00,2023-11-03 01:40:49.34+00,
513,2023-09-09 00:00:00+00,64,109,690.0,ABDUL KADIR STAMPING PROCESS,True,2,2023-09-11 17:02:47.761+00,2023-11-03 01:42:26.774+00,
534,2023-09-12 00:00:00+00,64,109,2000.0,LITAN & MD ABUL BASAR VISA PROCESSING,True,2,2023-09-13 09:50:41.611+00,2023-11-03 01:43:43.728+00,
545,2023-09-14 00:00:00+00,64,109,1860.0,LITAN & MD ABUL BASAR VISA PROCESSING,True,2,2023-09-15 08:22:40.558+00,2023-11-03 01:44:55.078+00,
526,2023-09-11 00:00:00+00,42,54,275.0,MUHAMMAD IJAZ MEDICAL,True,2,2023-09-12 09:54:09.984+00,2023-11-16 15:51:38.844+00,
533,2023-09-12 00:00:00+00,43,124,500.0,FAMILY VISA CANCELLATION,True,2,2023-09-13 09:49:54.732+00,2023-12-05 02:48:51.151+00,
511,2023-09-07 00:00:00+00,36,123,1700.0,SEWERAGE NOC,True,2,2023-09-08 08:39:02.653+00,2023-12-14 05:48:35.572+00,
516,2023-09-09 00:00:00+00,36,123,3500.0,TRADE LICENSE RENEWAL,True,2,2023-09-11 18:15:25.442+00,2023-12-14 05:48:58.036+00,
544,2023-09-14 00:00:00+00,53,74,1500.0,WORK,True,2,2023-09-15 08:21:25.515+00,2024-01-05 03:46:13.398+00,
486,2023-08-30 00:00:00+00,71,120,2970.0,RONY MOLLAH & ABDUR RAHMAN LABOUR INSURANCE & WORK PERMIT FEE,True,2,2023-08-31 09:44:01.962+00,2024-01-10 16:24:05.293+00,
532,2023-09-12 00:00:00+00,73,125,1925.0,7 LAIQ MEDICAL,True,2,2023-09-13 09:49:16.859+00,2024-03-31 09:55:34.425+00,
563,2023-09-18 00:00:00+00,47,128,210.0,"SREEJAY, SATHEESH & AJUFOR ILOE INSURANCE",False,2,2023-09-19 08:00:39.621+00,2023-09-19 08:00:39.621+00,
488,2023-08-31 00:00:00+00,9,12,240.0,INITIAL APPROVAL,True,2,2023-09-01 05:55:32.829+00,2023-09-19 08:19:58.668+00,
561,2023-09-18 00:00:00+00,67,107,1110.0,"EID 3 Nos (MD RASEL, FARUK HAWALDER & MD RAKIB )",True,2,2023-09-19 07:59:10.561+00,2023-09-19 08:58:49.537+00,
564,2023-09-19 00:00:00+00,17,22,1000.0,WORK,False,2,2023-09-20 16:47:16.992+00,2023-09-20 16:47:16.992+00,
568,2023-09-19 00:00:00+00,74,130,35.0,MC TRANSLATION,False,2,2023-09-20 16:54:08.523+00,2023-09-20 16:54:08.523+00,
575,2023-09-20 00:00:00+00,47,132,140.0,SHAJAHAN & SUDHEERUDHEEN ILOE INSURANCE,True,2,2023-09-22 06:59:19.499+00,2023-09-22 06:59:42.677+00,
577,2023-09-20 00:00:00+00,10,91,600.0,WORK,False,2,2023-09-23 06:31:45.534+00,2023-09-23 06:31:45.534+00,
579,2023-09-20 00:00:00+00,47,132,140.0,SHAJAHAN & SUDHEERUDHEEN ILOE INSURANCE,False,2,2023-09-23 06:36:19.591+00,2023-09-23 06:38:20.734+00,2023-09-23 06:38:20.734+00
586,2023-09-25 00:00:00+00,22,108,850.0,WORK,True,2,2023-09-26 06:19:10.217+00,2023-12-11 08:21:21.122+00,
580,2023-09-21 00:00:00+00,67,107,2930.0,OLD WORK BALANCE,True,2,2023-09-23 09:23:18.641+00,2023-09-23 09:26:04.161+00,
